Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
PathMAPA: a tool for displaying gene expression and performing statistical tests on metabolic pathways at multiple levels for Arabidopsis.,/pubmed/14604444,"Pan D, Sun N, Cheung KH, Guan Z, Ma L, Holford M, Deng X, Zhao H.",BMC Bioinformatics. 2003 Nov 7;4:56.,BMC Bioinformatics.  2003,PubMed,citation,PMID:14604444 | PMCID:PMC302111,pubmed,14604444,create date:2003/11/08 | first author:Pan D
Using ANOVA for gene selection from microarray studies of the nervous system.,/pubmed/14597312,Pavlidis P.,Methods. 2003 Dec;31(4):282-9.,Methods.  2003,PubMed,citation,PMID:14597312,pubmed,14597312,create date:2003/11/05 | first author:Pavlidis P
A knowledge discovery object model API for Java.,/pubmed/14583100,"Zuyderduyn SD, Jones SJ.",BMC Bioinformatics. 2003 Oct 28;4:51.,BMC Bioinformatics.  2003,PubMed,citation,PMID:14583100 | PMCID:PMC272928,pubmed,14583100,create date:2003/10/30 | first author:Zuyderduyn SD
GeneComber: combining outputs of gene prediction programs for improved results.,/pubmed/12835277,"Shah SP, McVicker GP, Mackworth AK, Rogic S, Ouellette BF.",Bioinformatics. 2003 Jul 1;19(10):1296-7.,Bioinformatics.  2003,PubMed,citation,PMID:12835277,pubmed,12835277,create date:2003/07/02 | first author:Shah SP
Using CAVE technology for functional genomics studies.,/pubmed/12614491,Sensen CW.,Diabetes Technol Ther. 2002;4(6):867-71.,Diabetes Technol Ther.  2002,PubMed,citation,PMID:12614491,pubmed,12614491,create date:2003/03/05 | first author:Sensen CW
Functional discrimination of gene expression patterns in terms of the gene ontology.,/pubmed/12603058,Badea L.,Pac Symp Biocomput. 2003:565-76.,Pac Symp Biocomput.  2003,PubMed,citation,PMID:12603058,pubmed,12603058,create date:2003/02/27 | first author:Badea L
Declarative simulation of dynamicals systems: the 812 programming language and its application to the simulation of genetic networks.,/pubmed/12595115,"Giavitto JL, Michel O, Delaplace F.",Biosystems. 2003 Feb-Mar;68(2-3):155-70.,Biosystems.  2003,PubMed,citation,PMID:12595115,pubmed,12595115,create date:2003/02/22 | first author:Giavitto JL
Building an asynchronous web-based tool for machine learning classification.,/pubmed/12463949,"Weber G, Vinterbo S, Ohno-Machado L.",Proc AMIA Symp. 2002:869-73.,Proc AMIA Symp.  2002,PubMed,citation,PMID:12463949 | PMCID:PMC2244467,pubmed,12463949,create date:2002/12/05 | first author:Weber G
Inversion of oceanic constituents in case I and II waters with genetic programming algorithms.,/pubmed/12396177,"Chami M, Robilliard D.",Appl Opt. 2002 Oct 20;41(30):6260-75.,Appl Opt.  2002,PubMed,citation,PMID:12396177,pubmed,12396177,create date:2002/10/25 | first author:Chami M
The Bioperl toolkit: Perl modules for the life sciences.,/pubmed/12368254,"Stajich JE, Block D, Boulez K, Brenner SE, Chervitz SA, Dagdigian C, Fuellen G, Gilbert JG, Korf I, Lapp H, Lehväslaiho H, Matsalla C, Mungall CJ, Osborne BI, Pocock MR, Schattner P, Senger M, Stein LD, Stupka E, Wilkinson MD, Birney E.",Genome Res. 2002 Oct;12(10):1611-8.,Genome Res.  2002,PubMed,citation,PMID:12368254 | PMCID:PMC187536,pubmed,12368254,create date:2002/10/09 | first author:Stajich JE
Monitoring of complex industrial bioprocesses for metabolite concentrations using modern spectroscopies and machine learning: application to gibberellic acid production.,/pubmed/12115122,"McGovern AC, Broadhurst D, Taylor J, Kaderbhai N, Winson MK, Small DA, Rowland JJ, Kell DB, Goodacre R.",Biotechnol Bioeng. 2002 Jun 5;78(5):527-38.,Biotechnol Bioeng.  2002,PubMed,citation,PMID:12115122,pubmed,12115122,create date:2002/07/13 | first author:McGovern AC
Rapid and quantitative detection of the microbial spoilage of meat by fourier transform infrared spectroscopy and machine learning.,/pubmed/12039738,"Ellis DI, Broadhurst D, Kell DB, Rowland JJ, Goodacre R.",Appl Environ Microbiol. 2002 Jun;68(6):2822-8.,Appl Environ Microbiol.  2002,PubMed,citation,PMID:12039738 | PMCID:PMC123922,pubmed,12039738,create date:2002/06/01 | first author:Ellis DI
A dynamic programming algorithm for haplotype block partitioning.,/pubmed/12032283,"Zhang K, Deng M, Chen T, Waterman MS, Sun F.",Proc Natl Acad Sci U S A. 2002 May 28;99(11):7335-9.,Proc Natl Acad Sci U S A.  2002,PubMed,citation,PMID:12032283 | PMCID:PMC124231,pubmed,12032283,create date:2002/05/29 | first author:Zhang K
NBLAST: a cluster variant of BLAST for NxN comparisons.,/pubmed/12019022,"Dumontier M, Hogue CW.",BMC Bioinformatics. 2002 May 8;3:13.,BMC Bioinformatics.  2002,PubMed,citation,PMID:12019022 | PMCID:PMC113272,pubmed,12019022,create date:2002/05/23 | first author:Dumontier M
Differentiation of Phytophthora infestans sporangia from other airborne biological particles by flow cytometry.,/pubmed/11772606,"Day JP, Kell DB, Griffith GW.",Appl Environ Microbiol. 2002 Jan;68(1):37-45.,Appl Environ Microbiol.  2002,PubMed,citation,PMID:11772606 | PMCID:PMC126536,pubmed,11772606,create date:2002/01/05 | first author:Day JP
Naturally occurring circular permutations in proteins.,/pubmed/11579221,"Uliel S, Fliess A, Unger R.",Protein Eng. 2001 Aug;14(8):533-42.,Protein Eng.  2001,PubMed,citation,PMID:11579221,pubmed,11579221,create date:2001/10/02 | first author:Uliel S
Application of genetic programming for the differential diagnosis of acid-base and anion gap disorders.,/pubmed/11187580,"Malolepszy A, Kacki E, Dogdanik T.",Stud Health Technol Inform. 2000;77:388-92.,Stud Health Technol Inform.  2000,PubMed,citation,PMID:11187580,pubmed,11187580,create date:2001/02/24 | first author:Malolepszy A
Editorial Introduction.,/pubmed/10753234,Whitley D.,Evol Comput. 2000;8(1):III-IV.,Evol Comput.  2000,PubMed,citation,PMID:10753234,pubmed,10753234,create date:2001/02/07 | first author:Whitley D
Influence of mRNA self-structure on hybridization: computational tools for antisense sequence selection.,/pubmed/11071822,Toschi N.,Methods. 2000 Nov;22(3):261-9.,Methods.  2000,PubMed,citation,PMID:11071822,pubmed,11071822,create date:2000/11/10 | first author:Toschi N
Multiple-changepoint testing for an alternating segments model of a binary sequence.,/pubmed/10985235,Halpern AL.,Biometrics. 2000 Sep;56(3):903-8.,Biometrics.  2000,PubMed,citation,PMID:10985235,pubmed,10985235,create date:2000/09/14 | first author:Halpern AL
Application of genetic algorithms for the design of ozone control strategies.,/pubmed/10902400,"Loughlin DH, Ranjithan SR, Baugh JW Jr, Brill ED Jr.",J Air Waste Manag Assoc. 2000 Jun;50(6):1050-63.,J Air Waste Manag Assoc.  2000,PubMed,citation,PMID:10902400,pubmed,10902400,create date:2000/07/21 | first author:Loughlin DH
A fast algorithm for joint reconstruction of ancestral amino acid sequences.,/pubmed/10833195,"Pupko T, Pe'er I, Shamir R, Graur D.",Mol Biol Evol. 2000 Jun;17(6):890-6.,Mol Biol Evol.  2000,PubMed,citation,PMID:10833195,pubmed,10833195,create date:2000/06/01 | first author:Pupko T
Strategic Planning of Recycling Drop-Off Stations and Collection Network by Multiobjective Programming.,/pubmed/10384033,"Chang NB, Wei YL.",Environ Manage. 1999 Sep;24(2):247-263.,Environ Manage.  1999,PubMed,citation,PMID:10384033,pubmed,10384033,create date:1999/06/29 | first author:Chang NB
Application of mathematical tools for metabolic design of microbial ethanol production.,/pubmed/10191385,"Hatzimanikatis V, Emmerling M, Sauer U, Bailey JE.",Biotechnol Bioeng. 1998 Apr 20-May 5;58(2-3):154-61. Review.,Biotechnol Bioeng.  1998,PubMed,citation,PMID:10191385,pubmed,10191385,create date:1999/04/07 | first author:Hatzimanikatis V
The deconvolution of pyrolysis mass spectra using genetic programming: application to the identification of some Eubacterium species.,/pubmed/9532743,"Taylor J, Goodacre R, Wade WG, Rowland JJ, Kell DB.",FEMS Microbiol Lett. 1998 Mar 15;160(2):237-46.,FEMS Microbiol Lett.  1998,PubMed,citation,PMID:9532743,pubmed,9532743,create date:1998/04/09 | first author:Taylor J
Genetic programming:  a novel method for the quantitative analysis of pyrolysis mass spectral data.,/pubmed/21639171,"Gilbert RJ, Goodacre R, Woodward AM, Kell DB.",Anal Chem. 1997 Nov 1;69(21):4381-9. doi: 10.1021/ac970460j.,Anal Chem.  1997,PubMed,citation,PMID:21639171,pubmed,21639171,create date:1997/11/01 | first author:Gilbert RJ
A comparison of heuristic search algorithms for molecular docking.,/pubmed/9263849,"Westhead DR, Clark DE, Murray CW.",J Comput Aided Mol Des. 1997 May;11(3):209-28.,J Comput Aided Mol Des.  1997,PubMed,citation,PMID:9263849,pubmed,9263849,create date:1997/05/01 | first author:Westhead DR
Optimization of regulatory architectures in metabolic reaction networks.,/pubmed/18629921,"Hatzimanikatis V, Floudas CA, Bailey JE.",Biotechnol Bioeng. 1996 Nov 20;52(4):485-500.,Biotechnol Bioeng.  1996,PubMed,citation,PMID:18629921,pubmed,18629921,create date:1996/11/20 | first author:Hatzimanikatis V
A genetic algorithm approach to optimization for the radiological worker allocation problem.,/pubmed/8567284,"Chen Y, Narita M, Tsuji M, Sa S.",Health Phys. 1996 Feb;70(2):180-6.,Health Phys.  1996,PubMed,citation,PMID:8567284,pubmed,8567284,create date:1996/02/01 | first author:Chen Y
Object-oriented programming for the biosciences.,/pubmed/8590175,"Wiechert W, Joksch B, Wittig R, Hartbrich A, Höner T, Möllney M.",Comput Appl Biosci. 1995 Oct;11(5):517-34.,Comput Appl Biosci.  1995,PubMed,citation,PMID:8590175,pubmed,8590175,create date:1995/10/01 | first author:Wiechert W
Computerized consensus diagnosis: a classification strategy for the robust analysis of MR spectra. I. Application to 1H spectra of thyroid neoplasms.,/pubmed/7707918,"Somorjai RL, Nikulin AE, Pizzi N, Jackson D, Scarth G, Dolenko B, Gordon H, Russell P, Lean CL, Delbridge L, et al.",Magn Reson Med. 1995 Feb;33(2):257-63.,Magn Reson Med.  1995,PubMed,citation,PMID:7707918,pubmed,7707918,create date:1995/02/01 | first author:Somorjai RL
Application of linear programming in bull selection for a dairy herd.,/pubmed/7751217,"Galligan DT, Ferguson JD.",J Am Vet Med Assoc. 1995 Jan 15;206(2):173-6.,J Am Vet Med Assoc.  1995,PubMed,citation,PMID:7751217,pubmed,7751217,create date:1995/01/15 | first author:Galligan DT
Constructing gene models from accurately predicted exons: an application of dynamic programming.,/pubmed/7704660,"Xu Y, Mural RJ, Uberbacher EC.",Comput Appl Biosci. 1994 Dec;10(6):613-23.,Comput Appl Biosci.  1994,PubMed,citation,PMID:7704660,pubmed,7704660,create date:1994/12/01 | first author:Xu Y
Evolutionary algorithms and a fractal inverse problem.,/pubmed/7888613,"Nettleton DJ, Garigliano R.",Biosystems. 1994;33(3):221-31.,Biosystems.  1994,PubMed,citation,PMID:7888613,pubmed,7888613,create date:1994/01/01 | first author:Nettleton DJ
"An adaptive, object oriented strategy for base calling in DNA sequence analysis.",/pubmed/8233787,"Giddings MC, Brumley RL Jr, Haker M, Smith LM.",Nucleic Acids Res. 1993 Sep 25;21(19):4530-40.,Nucleic Acids Res.  1993,PubMed,citation,PMID:8233787 | PMCID:PMC311186,pubmed,8233787,create date:1993/09/25 | first author:Giddings MC
Integrating order and distance relationships from heterogeneous maps.,/pubmed/7584331,Graves M.,Proc Int Conf Intell Syst Mol Biol. 1993;1:154-62.,Proc Int Conf Intell Syst Mol Biol.  1993,PubMed,citation,PMID:7584331,pubmed,7584331,create date:1993/01/01 | first author:Graves M
Cell movements and control of patterned tissue assembly during craniofacial development.,/pubmed/1812125,Noden DM.,J Craniofac Genet Dev Biol. 1991 Oct-Dec;11(4):192-213. Review.,J Craniofac Genet Dev Biol.  1991,PubMed,citation,PMID:1812125,pubmed,1812125,create date:1991/10/01 | first author:Noden DM
The change in the supply with reduction equivalents in different organs of the rat during aging.,/pubmed/1877288,"Niedermüller H, Hofecker G, Skalicky M.",Z Gerontol. 1991 Mar-Apr;24(2):61-5.,Z Gerontol.  1991,PubMed,citation,PMID:1877288,pubmed,1877288,create date:1991/03/01 | first author:Niedermüller H
StrateGene: object-oriented programming in molecular biology.,/pubmed/3164229,"Carhart RE, Cash HD, Moore JF.",Comput Appl Biosci. 1988 Mar;4(1):3-9.,Comput Appl Biosci.  1988,PubMed,citation,PMID:3164229,pubmed,3164229,create date:1988/03/01 | first author:Carhart RE
Rapid prototyping of database systems in human genetics data collection.,/pubmed/3668405,Gersting JM Jr.,J Med Syst. 1987 Jun;11(2-3):177-89.,J Med Syst.  1987,PubMed,citation,PMID:3668405,pubmed,3668405,create date:1987/06/01 | first author:Gersting JM Jr
Effects of aging on the recycling via the pentose cycle and on the kinetics of glycogen and protein metabolism in various organs of the rat.,/pubmed/3827403,Niedermüller H.,Arch Gerontol Geriatr. 1986 Dec;5(4):305-16.,Arch Gerontol Geriatr.  1986,PubMed,citation,PMID:3827403,pubmed,3827403,create date:1986/12/01 | first author:Niedermüller H
Chronic disease in the workplace and environment: cancer.,/pubmed/6380421,Schottenfeld D.,Arch Environ Health. 1984 May-Jun;39(3):150-7. Review.,Arch Environ Health.  1984,PubMed,citation,PMID:6380421,pubmed,6380421,create date:1984/05/01 | first author:Schottenfeld D
Cell sociology and the problem of automation in the development of pluricellular animals.,/pubmed/6771947,Chandebois R.,Acta Biotheor. 1980;29(1):1-35.,Acta Biotheor.  1980,PubMed,citation,PMID:6771947,pubmed,6771947,create date:1980/01/01 | first author:Chandebois R
